Date of Sale,Region,Product Type,Sales Channel,Customer Type,Sales Amount in US$,Units Sold,Marketing Spend in US$,Returning Customer
11-02-2022,North America,Database,Online,Business,1625,19,558,No
12-02-2022,South America,Antivirus,Direct Sales,Consumer,2725,19,705,Yes
13-02-2022,Australia,DevTools,Partner,Consumer,2629,6,929,Yes
14-02-2022,South America,DevTools,Online,Consumer,6174,10,880,No
15-02-2022,Europe,Database,Partner,Business,9456,14,1423,No
16-02-2022,Europe,CRM,Partner,Consumer,578,17,1184,No
17-02-2022,Australia,Antivirus,Direct Sales,Business,110,3,558,Yes
18-02-2022,South America,CRM,Direct Sales,Business,6042,1,552,No
19-02-2022,North America,CRM,Partner,Consumer,2912,10,636,Yes
20-02-2022,Australia,Antivirus,Online,Business,8817,3,1030,No
21-02-2022,Europe,Antivirus,Online,Consumer,3340,5,509,No
22-02-2022,Europe,DevTools,Direct Sales,Consumer,2968,19,1241,No
23-02-2022,Australia,DevTools,Partner,Consumer,2768,10,1041,No
24-02-2022,South America,Antivirus,Online,Consumer,1534,16,1333,Yes
25-02-2022,Europe,ERP,Online,Consumer,5857,1,1581,Yes
26-02-2022,South America,DevTools,Direct Sales,Business,1765,6,876,Yes
27-02-2022,Europe,ERP,Partner,Consumer,4304,9,736,No
28-02-2022,Europe,Antivirus,Online,Business,4664,5,917,Yes
01-03-2022,Asia,DevTools,Direct Sales,Consumer,303,14,503,No
02-03-2022,Europe,CRM,Online,Consumer,266,10,680,No
03-03-2022,North America,Antivirus,Online,Consumer,5250,2,1626,Yes
04-03-2022,Australia,Database,Online,Business,6991,5,834,No
05-03-2022,Australia,ERP,Direct Sales,Business,9427,1,1991,No
06-03-2022,South America,Antivirus,Partner,Business,1873,10,752,Yes
07-03-2022,Europe,Antivirus,Direct Sales,Business,1122,9,1683,Yes
08-03-2022,North America,DevTools,Partner,Consumer,616,3,1558,No
09-03-2022,South America,DevTools,Online,Consumer,4417,15,983,Yes
10-03-2022,Asia,DevTools,Partner,Business,6269,4,996,No
11-03-2022,South America,Database,Online,Business,8421,13,1345,Yes
12-03-2022,South America,DevTools,Online,Business,6858,6,1779,No
13-03-2022,Europe,Antivirus,Direct Sales,Consumer,2163,17,1079,No
14-03-2022,Asia,DevTools,Online,Business,4672,5,592,No
15-03-2022,South America,CRM,Direct Sales,Business,9112,15,1062,Yes
16-03-2022,North America,DevTools,Partner,Consumer,3335,8,811,Yes
17-03-2022,North America,Database,Partner,Business,5037,5,1909,No
18-03-2022,Australia,CRM,Online,Consumer,9590,13,1546,Yes
19-03-2022,Asia,Antivirus,Direct Sales,Consumer,7374,1,576,Yes
20-03-2022,Asia,Antivirus,Online,Consumer,7503,1,939,Yes
21-03-2022,Australia,ERP,Direct Sales,Consumer,2598,7,575,No
22-03-2022,South America,CRM,Direct Sales,Consumer,4206,5,1745,Yes
23-03-2022,Asia,ERP,Direct Sales,Business,915,14,1859,Yes
24-03-2022,North America,CRM,Partner,Business,6105,15,668,Yes
25-03-2022,North America,CRM,Direct Sales,Consumer,1127,17,1160,No
26-03-2022,Europe,Database,Partner,Consumer,8376,18,1898,No
27-03-2022,Asia,ERP,Direct Sales,Business,8164,7,718,No
28-03-2022,South America,Database,Partner,Business,5383,18,938,Yes
29-03-2022,Australia,CRM,Partner,Consumer,1498,19,956,No
30-03-2022,Australia,Antivirus,Partner,Business,353,7,545,Yes
31-03-2022,South America,CRM,Online,Business,7987,8,554,Yes
01-04-2022,Europe,Database,Direct Sales,Consumer,6041,13,1929,No
02-04-2022,Australia,ERP,Online,Business,7138,18,1357,Yes
03-04-2022,Asia,ERP,Direct Sales,Business,3108,11,960,No
04-04-2022,Europe,Database,Direct Sales,Business,5144,9,1068,Yes
05-04-2022,Asia,ERP,Online,Business,7497,1,1572,Yes
06-04-2022,North America,DevTools,Partner,Consumer,4679,8,1050,Yes
07-04-2022,Europe,Antivirus,Direct Sales,Business,6054,12,842,Yes
08-04-2022,Australia,Antivirus,Partner,Consumer,7918,2,653,Yes
09-04-2022,Europe,Antivirus,Online,Business,2231,15,1593,No
10-04-2022,Europe,ERP,Partner,Consumer,753,18,771,No
11-04-2022,Europe,ERP,Direct Sales,Consumer,5365,17,604,No
12-04-2022,Europe,CRM,Direct Sales,Business,715,15,1140,No
13-04-2022,Asia,CRM,Direct Sales,Consumer,7689,9,559,Yes
14-04-2022,North America,Antivirus,Online,Consumer,7220,3,1947,Yes
15-04-2022,South America,DevTools,Direct Sales,Consumer,8829,19,1441,No
16-04-2022,Europe,CRM,Online,Consumer,6432,18,729,No
17-04-2022,Australia,CRM,Partner,Consumer,765,8,759,Yes
18-04-2022,Europe,ERP,Direct Sales,Business,2606,1,1355,No
19-04-2022,Australia,DevTools,Direct Sales,Consumer,8099,15,1035,Yes
20-04-2022,Asia,Antivirus,Direct Sales,Consumer,1755,19,1661,Yes
21-04-2022,Australia,CRM,Partner,Business,7015,10,1319,No
22-04-2022,South America,DevTools,Direct Sales,Business,7825,12,1150,Yes
23-04-2022,North America,DevTools,Online,Consumer,3368,6,1944,Yes
24-04-2022,Australia,Antivirus,Partner,Business,3291,13,1086,No
25-04-2022,Australia,DevTools,Partner,Business,5622,4,1101,No
26-04-2022,North America,DevTools,Partner,Business,8627,13,1499,Yes
27-04-2022,South America,DevTools,Partner,Business,2317,17,1714,No
28-04-2022,Europe,CRM,Partner,Business,9418,1,1439,Yes
29-04-2022,Australia,Antivirus,Online,Business,6031,5,1548,No
30-04-2022,North America,DevTools,Partner,Consumer,9922,17,1059,Yes
01-05-2022,Asia,DevTools,Direct Sales,Consumer,987,18,1219,Yes
02-05-2022,North America,CRM,Partner,Business,1353,7,796,Yes
03-05-2022,Asia,Antivirus,Partner,Business,8284,16,1520,Yes
04-05-2022,South America,ERP,Partner,Consumer,8661,8,832,Yes
05-05-2022,Europe,CRM,Partner,Business,4510,12,502,Yes
06-05-2022,North America,Antivirus,Partner,Consumer,7169,14,1901,Yes
07-05-2022,Australia,DevTools,Online,Business,8689,19,959,Yes
08-05-2022,South America,Antivirus,Online,Consumer,527,11,795,Yes
09-05-2022,North America,Antivirus,Partner,Consumer,5782,12,902,No
10-05-2022,Australia,Antivirus,Online,Business,8549,13,996,Yes
11-05-2022,North America,ERP,Direct Sales,Business,4042,8,1212,No
12-05-2022,Asia,Antivirus,Partner,Business,3094,1,604,No
13-05-2022,North America,ERP,Direct Sales,Business,7977,9,579,No
14-05-2022,North America,DevTools,Direct Sales,Consumer,3424,2,939,Yes
15-05-2022,North America,ERP,Partner,Business,131,14,944,Yes
16-05-2022,South America,DevTools,Direct Sales,Consumer,9600,13,676,No
17-05-2022,North America,DevTools,Direct Sales,Business,5962,16,1107,Yes
18-05-2022,Australia,ERP,Direct Sales,Consumer,8213,2,926,Yes
19-05-2022,Asia,CRM,Partner,Business,8270,4,539,Yes
20-05-2022,Asia,Database,Partner,Business,757,12,1829,Yes
21-05-2022,North America,Antivirus,Direct Sales,Consumer,1792,16,1829,Yes
22-05-2022,South America,Database,Partner,Business,3180,10,814,Yes
23-05-2022,South America,Antivirus,Partner,Business,3275,3,744,No
24-05-2022,Australia,Antivirus,Direct Sales,Business,6622,4,1321,No
25-05-2022,North America,DevTools,Partner,Business,6269,6,1446,No
26-05-2022,Asia,Antivirus,Online,Business,4996,5,1936,No
27-05-2022,South America,Antivirus,Partner,Consumer,2192,18,1066,No
28-05-2022,North America,ERP,Online,Business,3882,3,1427,Yes
29-05-2022,South America,Database,Direct Sales,Consumer,5482,10,1817,Yes
30-05-2022,South America,ERP,Partner,Business,4733,11,1175,Yes
31-05-2022,Asia,Antivirus,Direct Sales,Business,1360,19,684,No
01-06-2022,Europe,DevTools,Direct Sales,Consumer,6530,14,1066,No
02-06-2022,Australia,ERP,Direct Sales,Consumer,823,11,705,Yes
03-06-2022,Australia,ERP,Direct Sales,Consumer,3844,4,525,No
04-06-2022,Asia,CRM,Direct Sales,Consumer,7129,6,1627,Yes
05-06-2022,South America,Antivirus,Partner,Consumer,298,17,858,Yes
06-06-2022,North America,DevTools,Online,Business,5743,19,503,Yes
07-06-2022,South America,ERP,Partner,Consumer,3412,13,1809,No
08-06-2022,Asia,ERP,Partner,Consumer,187,10,1166,No
09-06-2022,Australia,DevTools,Partner,Business,1985,11,858,Yes
10-06-2022,South America,Antivirus,Partner,Business,9415,6,894,Yes
11-06-2022,Australia,CRM,Online,Consumer,5259,2,861,No
12-06-2022,North America,ERP,Partner,Consumer,9973,1,792,No
13-06-2022,Australia,CRM,Direct Sales,Consumer,5296,11,1762,No
14-06-2022,Australia,Database,Partner,Business,5485,16,755,No
15-06-2022,Europe,Antivirus,Partner,Consumer,3979,3,1343,Yes
16-06-2022,Europe,Database,Online,Business,3169,5,616,Yes
17-06-2022,Europe,Database,Online,Business,2590,15,1924,No
18-06-2022,Australia,Database,Direct Sales,Business,3500,15,1405,No
19-06-2022,Asia,Antivirus,Partner,Business,4653,4,1855,No
20-06-2022,Australia,Antivirus,Partner,Consumer,2001,4,1097,No
21-06-2022,Asia,DevTools,Partner,Business,2326,8,1716,Yes
22-06-2022,Asia,CRM,Direct Sales,Business,2788,7,1780,No
23-06-2022,Europe,CRM,Online,Consumer,4548,17,1554,No
24-06-2022,South America,DevTools,Direct Sales,Business,6563,15,639,Yes
25-06-2022,North America,DevTools,Partner,Consumer,8576,5,524,No
26-06-2022,Europe,Database,Online,Business,2943,13,753,Yes
27-06-2022,Europe,DevTools,Online,Consumer,1919,4,677,Yes
28-06-2022,South America,ERP,Direct Sales,Business,3851,17,1588,Yes
29-06-2022,North America,CRM,Online,Business,8954,17,1336,No
30-06-2022,Australia,DevTools,Online,Consumer,198,14,1289,Yes
01-07-2022,Australia,ERP,Partner,Business,6811,14,879,No
02-07-2022,Europe,ERP,Partner,Business,4824,17,732,No
03-07-2022,North America,ERP,Online,Consumer,1694,8,810,Yes
04-07-2022,Europe,ERP,Online,Business,3278,2,1100,Yes
05-07-2022,Asia,Database,Direct Sales,Business,2327,13,1610,Yes
06-07-2022,Europe,ERP,Direct Sales,Consumer,8791,16,882,No
07-07-2022,Europe,Database,Online,Consumer,4871,16,1548,No
08-07-2022,Australia,Database,Partner,Consumer,5675,6,1237,Yes
09-07-2022,Australia,ERP,Online,Consumer,5978,4,1828,No
10-07-2022,Australia,CRM,Online,Consumer,6432,3,849,Yes
11-07-2022,Asia,ERP,Partner,Business,5006,6,1176,No
12-07-2022,Australia,ERP,Partner,Consumer,277,4,645,No
13-07-2022,North America,ERP,Direct Sales,Business,3414,18,1003,No
14-07-2022,South America,CRM,Direct Sales,Consumer,1920,6,1260,No
15-07-2022,North America,Antivirus,Direct Sales,Business,6833,5,1599,Yes
16-07-2022,North America,Antivirus,Direct Sales,Business,661,9,797,Yes
17-07-2022,Australia,Database,Partner,Consumer,5682,11,827,Yes
18-07-2022,South America,Database,Online,Business,2185,6,1447,No
19-07-2022,South America,CRM,Direct Sales,Business,9494,16,1074,No
20-07-2022,South America,DevTools,Direct Sales,Consumer,3422,19,1223,Yes
21-07-2022,Asia,Antivirus,Partner,Consumer,3320,11,1754,Yes
22-07-2022,Australia,Database,Partner,Consumer,9242,15,1249,Yes
23-07-2022,South America,Antivirus,Online,Consumer,4232,9,1479,No
24-07-2022,Asia,CRM,Online,Business,9632,19,1485,Yes
25-07-2022,Europe,CRM,Partner,Business,339,19,1705,Yes
26-07-2022,Europe,DevTools,Direct Sales,Business,3133,9,1457,Yes
27-07-2022,Asia,DevTools,Direct Sales,Business,6695,4,597,Yes
28-07-2022,Asia,CRM,Direct Sales,Business,8919,10,1013,Yes
29-07-2022,Australia,Database,Online,Business,2638,9,1984,Yes
30-07-2022,Australia,Antivirus,Direct Sales,Consumer,9312,19,795,Yes
31-07-2022,Europe,ERP,Direct Sales,Business,5982,15,1380,Yes
01-08-2022,South America,DevTools,Partner,Business,8030,19,1764,Yes
02-08-2022,Europe,ERP,Direct Sales,Business,4032,2,1380,No
03-08-2022,South America,Database,Partner,Consumer,2201,10,1058,Yes
04-08-2022,South America,DevTools,Direct Sales,Consumer,9121,19,620,Yes
05-08-2022,Australia,ERP,Online,Consumer,9338,17,1042,Yes
06-08-2022,North America,Database,Direct Sales,Consumer,5026,2,773,No
07-08-2022,North America,Antivirus,Direct Sales,Business,164,19,1941,No
08-08-2022,Asia,Database,Partner,Business,1187,17,1573,Yes
09-08-2022,Australia,DevTools,Partner,Business,5773,18,1624,No
10-08-2022,South America,CRM,Partner,Consumer,335,17,1154,No
11-08-2022,North America,Antivirus,Direct Sales,Business,4029,2,665,Yes
12-08-2022,South America,ERP,Direct Sales,Business,3103,19,900,No
13-08-2022,North America,DevTools,Online,Business,7172,1,890,No
14-08-2022,North America,CRM,Direct Sales,Consumer,650,11,1230,Yes
15-08-2022,North America,Database,Online,Consumer,4938,10,1191,Yes
16-08-2022,Australia,CRM,Partner,Consumer,5833,5,1150,No
17-08-2022,Europe,DevTools,Partner,Business,6211,16,1244,Yes
18-08-2022,South America,DevTools,Partner,Business,4111,5,1981,Yes
19-08-2022,Australia,CRM,Online,Business,3113,12,948,Yes
20-08-2022,Australia,Database,Direct Sales,Business,6857,4,1423,No
21-08-2022,Australia,CRM,Partner,Consumer,8491,6,859,Yes
22-08-2022,Australia,DevTools,Direct Sales,Business,6967,19,1200,No
23-08-2022,Australia,DevTools,Direct Sales,Consumer,9328,9,800,No
24-08-2022,Asia,ERP,Partner,Business,7201,12,1337,Yes
25-08-2022,South America,ERP,Online,Consumer,7670,15,898,No
26-08-2022,Australia,Antivirus,Direct Sales,Business,1762,16,555,Yes
27-08-2022,South America,DevTools,Partner,Business,4253,13,1723,Yes
28-08-2022,Asia,ERP,Direct Sales,Consumer,4902,7,692,Yes
29-08-2022,Asia,CRM,Direct Sales,Consumer,2637,4,1052,Yes
30-08-2022,South America,Database,Direct Sales,Business,5333,11,1216,Yes
31-08-2022,North America,CRM,Direct Sales,Business,2979,8,1149,No
01-09-2022,Europe,Database,Direct Sales,Business,6906,6,1588,No
02-09-2022,North America,ERP,Online,Consumer,4756,10,1395,Yes
03-09-2022,North America,Antivirus,Online,Business,4642,7,943,No
04-09-2022,North America,CRM,Partner,Consumer,9838,7,578,No
05-09-2022,Australia,CRM,Online,Business,3985,4,1651,No
06-09-2022,Asia,CRM,Online,Business,3687,3,1029,No
07-09-2022,North America,Database,Online,Business,3254,7,1835,Yes
08-09-2022,Asia,ERP,Direct Sales,Business,8958,4,1093,Yes
09-09-2022,South America,CRM,Direct Sales,Consumer,5018,13,1576,Yes
10-09-2022,Europe,CRM,Partner,Consumer,6040,17,1909,No
11-09-2022,South America,Antivirus,Partner,Business,1890,7,1477,No
12-09-2022,South America,Antivirus,Partner,Business,5455,17,1120,Yes
13-09-2022,Australia,ERP,Direct Sales,Business,2819,4,1351,Yes
14-09-2022,Europe,ERP,Online,Consumer,7333,11,1315,No
15-09-2022,South America,DevTools,Online,Business,8342,3,1377,Yes
16-09-2022,South America,Antivirus,Direct Sales,Consumer,7177,11,720,No
17-09-2022,Europe,DevTools,Partner,Consumer,7329,3,1548,Yes
18-09-2022,Europe,Database,Partner,Consumer,5173,12,718,Yes
19-09-2022,South America,DevTools,Partner,Consumer,7150,1,522,No
20-09-2022,Europe,CRM,Direct Sales,Business,4285,4,1437,Yes
21-09-2022,South America,DevTools,Partner,Business,6550,14,675,Yes
22-09-2022,South America,ERP,Partner,Consumer,2664,1,1656,Yes
23-09-2022,Australia,Database,Direct Sales,Business,791,14,1799,Yes
24-09-2022,North America,CRM,Online,Business,4193,13,1917,Yes
25-09-2022,South America,DevTools,Direct Sales,Business,4672,13,1497,Yes
26-09-2022,Asia,Database,Direct Sales,Consumer,2638,15,1223,No
27-09-2022,North America,Database,Direct Sales,Business,7304,17,1028,No
28-09-2022,North America,CRM,Direct Sales,Business,828,12,1236,No
29-09-2022,North America,DevTools,Online,Business,2305,14,786,No
30-09-2022,Australia,Database,Partner,Business,7511,12,1023,No
01-10-2022,South America,Database,Direct Sales,Business,4428,18,1577,Yes
02-10-2022,Australia,Antivirus,Online,Business,7082,4,826,Yes
03-10-2022,South America,Database,Partner,Business,5718,14,896,No
04-10-2022,Australia,Antivirus,Partner,Business,9512,19,1624,Yes
05-10-2022,Australia,DevTools,Partner,Business,6018,13,767,Yes
06-10-2022,Asia,DevTools,Direct Sales,Business,247,18,869,Yes
07-10-2022,Australia,DevTools,Direct Sales,Consumer,3593,11,526,Yes
08-10-2022,Europe,ERP,Partner,Business,1516,6,1580,Yes
09-10-2022,Asia,DevTools,Partner,Consumer,9254,9,1427,No
10-10-2022,Australia,Database,Partner,Business,1130,12,1542,No
11-10-2022,North America,CRM,Partner,Consumer,3938,19,821,Yes
12-10-2022,Europe,Antivirus,Partner,Consumer,2338,14,1531,No
13-10-2022,Europe,ERP,Partner,Business,8483,15,1395,No
14-10-2022,Europe,DevTools,Online,Consumer,3155,11,1049,No
15-10-2022,Asia,DevTools,Partner,Consumer,9920,6,1157,No
16-10-2022,Australia,CRM,Direct Sales,Consumer,482,14,1352,Yes
17-10-2022,Australia,CRM,Direct Sales,Business,1370,3,1240,No
18-10-2022,North America,ERP,Direct Sales,Consumer,2324,19,1463,Yes
19-10-2022,North America,Antivirus,Partner,Consumer,8130,11,771,No
20-10-2022,Europe,DevTools,Direct Sales,Business,8797,17,1311,No
21-10-2022,North America,ERP,Online,Consumer,807,17,1175,Yes
22-10-2022,Asia,Database,Partner,Consumer,421,3,1192,Yes
23-10-2022,Australia,Database,Direct Sales,Consumer,7471,14,1204,No
24-10-2022,Europe,ERP,Online,Business,1420,7,1822,No
25-10-2022,North America,DevTools,Online,Consumer,1417,19,1728,Yes
26-10-2022,Asia,ERP,Direct Sales,Business,321,3,1444,No
27-10-2022,Asia,DevTools,Online,Consumer,593,2,1575,Yes
28-10-2022,North America,CRM,Direct Sales,Consumer,2710,17,564,Yes
29-10-2022,Australia,ERP,Online,Consumer,744,9,1616,Yes
30-10-2022,North America,DevTools,Partner,Consumer,3752,6,1229,No
31-10-2022,Europe,ERP,Partner,Business,8344,9,977,Yes
01-11-2022,North America,ERP,Partner,Consumer,3331,5,710,Yes
02-11-2022,Asia,DevTools,Partner,Business,7306,2,613,No
03-11-2022,North America,DevTools,Partner,Consumer,1030,15,567,Yes
04-11-2022,Australia,Antivirus,Direct Sales,Business,6628,9,743,No
05-11-2022,South America,ERP,Partner,Consumer,3236,19,545,No
06-11-2022,North America,Database,Partner,Consumer,7523,10,1599,Yes
07-11-2022,Australia,ERP,Partner,Business,1449,4,873,No
08-11-2022,Australia,ERP,Partner,Business,8989,10,1053,No
09-11-2022,Asia,DevTools,Online,Business,2502,8,1734,No
10-11-2022,Australia,ERP,Partner,Business,3596,13,672,Yes
11-11-2022,Australia,ERP,Partner,Consumer,9507,7,1753,Yes
12-11-2022,Australia,Database,Direct Sales,Business,5827,7,1459,Yes
13-11-2022,Australia,DevTools,Online,Business,3721,4,1013,No
14-11-2022,Europe,ERP,Direct Sales,Business,9501,15,677,Yes
15-11-2022,Europe,CRM,Partner,Consumer,3358,12,637,Yes
16-11-2022,Asia,Antivirus,Direct Sales,Consumer,1039,16,1003,No
17-11-2022,North America,Database,Direct Sales,Consumer,9969,6,711,Yes
18-11-2022,Australia,ERP,Partner,Consumer,2752,9,902,No
19-11-2022,North America,CRM,Online,Business,8527,3,579,Yes
20-11-2022,North America,ERP,Online,Consumer,1739,8,1393,No
21-11-2022,Asia,ERP,Direct Sales,Business,7340,7,718,No
22-11-2022,Australia,DevTools,Partner,Consumer,5292,4,1635,No
23-11-2022,Australia,DevTools,Direct Sales,Business,9811,13,827,No
24-11-2022,South America,DevTools,Direct Sales,Business,5573,19,1697,Yes
25-11-2022,North America,CRM,Direct Sales,Business,348,7,785,No
26-11-2022,North America,ERP,Partner,Business,6078,10,1582,No
27-11-2022,Europe,Antivirus,Partner,Business,1539,12,1000,No
28-11-2022,South America,Database,Online,Consumer,8006,3,1375,No
29-11-2022,Europe,DevTools,Partner,Business,8580,12,558,No
30-11-2022,Europe,DevTools,Direct Sales,Business,4873,19,1243,No
01-12-2022,Europe,ERP,Direct Sales,Business,7854,15,723,Yes
02-12-2022,Asia,ERP,Online,Business,1537,8,1229,No
03-12-2022,Asia,CRM,Partner,Consumer,4972,12,712,Yes
04-12-2022,Europe,CRM,Direct Sales,Consumer,4000,6,1156,No
05-12-2022,South America,DevTools,Online,Business,6152,10,666,No
06-12-2022,North America,ERP,Online,Business,540,2,830,Yes
07-12-2022,South America,Antivirus,Direct Sales,Business,7546,13,1393,No
08-12-2022,Australia,Database,Direct Sales,Business,883,7,1965,No
